VCN.TO,Daily Ret,Ret Sqd,Est Var,Vol,Est Vol,,,
$25.19,,,,,,,omega,0.00000
$32.00,0.5949%,0.0033%,0.0018%,0.5719%,0.4190%,,,
$31.85,-0.4756%,0.0025%,0.0020%,0.4986%,0.4447%,,,
$31.83,-0.0596%,0.0001%,0.0021%,0.0826%,0.4580%,,,
$31.89,0.1787%,0.0002%,0.0020%,0.1557%,0.4439%,,,
$31.89,0.0000%,0.0000%,0.0019%,0.0230%,0.4331%,,,
$31.86,-0.0893%,0.0001%,0.0018%,0.1123%,0.4206%,,,
$31.70,-0.5077%,0.0028%,0.0017%,0.5306%,0.4107%,,,
$31.51,-0.6006%,0.0039%,0.0019%,0.6236%,0.4327%,,,
$31.69,0.5707%,0.0030%,0.0021%,0.5477%,0.4626%,,,
$31.68,-0.0300%,0.0000%,0.0023%,0.0529%,0.4785%,,,
$31.40,-0.8726%,0.0080%,0.0021%,0.8955%,0.4622%,,,
$31.51,0.3319%,0.0010%,0.0028%,0.3089%,0.5263%,,,
$31.38,-0.3923%,0.0017%,0.0026%,0.4153%,0.5147%,,,
$31.29,-0.3028%,0.0011%,0.0026%,0.3258%,0.5115%,,,
$31.06,-0.7306%,0.0057%,0.0025%,0.7536%,0.5024%,,,
$31.27,0.6699%,0.0042%,0.0029%,0.6470%,0.5372%,,,
$31.36,0.2728%,0.0006%,0.0031%,0.2498%,0.5534%,,,
$31.56,0.6336%,0.0037%,0.0029%,0.6106%,0.5362%,,,
$31.51,-0.1505%,0.0003%,0.0030%,0.1734%,0.5485%,,,
$31.53,0.0602%,0.0000%,0.0028%,0.0373%,0.5288%,,,
$31.36,-0.5433%,0.0032%,0.0026%,0.5663%,0.5082%,,,
$31.00,-1.1568%,0.0139%,0.0027%,1.1798%,0.5196%,,,
$31.15,0.4887%,0.0022%,0.0038%,0.4658%,0.6192%,,,
$31.37,0.6983%,0.0046%,0.0037%,0.6754%,0.6086%,,,
$31.25,-0.3637%,0.0015%,0.0038%,0.3867%,0.6180%,,,
$30.98,-0.8846%,0.0082%,0.0036%,0.9075%,0.6022%,,,
$30.89,-0.2761%,0.0009%,0.0041%,0.2991%,0.6407%,,,
$30.80,-0.3077%,0.0011%,0.0038%,0.3306%,0.6181%,,,
$30.74,-0.1851%,0.0004%,0.0036%,0.2080%,0.5991%,,,
$31.02,0.9220%,0.0081%,0.0033%,0.8990%,0.5763%,,,
$31.14,0.3664%,0.0012%,0.0038%,0.3435%,0.6181%,,,
$31.17,0.0914%,0.0000%,0.0036%,0.0684%,0.5998%,,,
$31.19,0.0609%,0.0000%,0.0033%,0.0379%,0.5737%,,,
$31.17,-0.0609%,0.0001%,0.0030%,0.0838%,0.5495%,,,
$31.22,0.1825%,0.0003%,0.0028%,0.1596%,0.5276%,,,
$31.19,-0.1216%,0.0002%,0.0026%,0.1446%,0.5093%,,,
$31.23,0.1520%,0.0002%,0.0024%,0.1291%,0.4922%,,,
$31.38,0.4850%,0.0021%,0.0023%,0.4620%,0.4761%,,,
$31.48,0.3019%,0.0008%,0.0023%,0.2790%,0.4815%,,,
$31.78,0.9601%,0.0088%,0.0022%,0.9372%,0.4727%,,,
$31.81,0.0896%,0.0000%,0.0029%,0.0666%,0.5412%,,,
$31.91,0.2979%,0.0008%,0.0027%,0.2749%,0.5198%,,,
$31.81,-0.2979%,0.0010%,0.0026%,0.3208%,0.5069%,,,
$31.83,0.0597%,0.0000%,0.0025%,0.0367%,0.4980%,,,
$31.56,-0.8684%,0.0079%,0.0023%,0.8914%,0.4799%,,,
$31.43,-0.3918%,0.0017%,0.0029%,0.4147%,0.5394%,,,
$31.41,-0.0604%,0.0001%,0.0028%,0.0834%,0.5334%,,,
$31.58,0.5163%,0.0024%,0.0026%,0.4934%,0.5129%,,,
$31.76,0.5739%,0.0030%,0.0027%,0.5510%,0.5166%,,,
$32.00,0.7502%,0.0053%,0.0028%,0.7272%,0.5253%,,,
$32.02,0.0598%,0.0000%,0.0031%,0.0368%,0.5529%,,,
$31.90,-0.3592%,0.0015%,0.0028%,0.3821%,0.5302%,,,
$31.79,-0.3605%,0.0015%,0.0027%,0.3834%,0.5229%,,,
$31.94,0.4803%,0.0021%,0.0027%,0.4574%,0.5165%,,,
$31.97,0.0898%,0.0000%,0.0027%,0.0669%,0.5165%,,,
$31.94,-0.0898%,0.0001%,0.0025%,0.1128%,0.4971%,,,
$31.84,-0.3000%,0.0010%,0.0023%,0.3229%,0.4802%,,,
$31.87,0.0901%,0.0000%,0.0022%,0.0671%,0.4742%,,,
$31.86,-0.0300%,0.0000%,0.0021%,0.0530%,0.4585%,,,
$31.83,-0.0901%,0.0001%,0.0020%,0.1131%,0.4439%,,,
$31.85,0.0601%,0.0000%,0.0019%,0.0371%,0.4318%,,,
$31.85,0.0000%,0.0000%,0.0018%,0.0230%,0.4196%,,,
$31.90,0.1500%,0.0002%,0.0017%,0.1271%,0.4083%,,,
$32.01,0.3293%,0.0009%,0.0016%,0.3063%,0.4000%,,,
$32.11,0.3282%,0.0009%,0.0016%,0.3052%,0.4020%,,,
$31.84,-0.8376%,0.0074%,0.0016%,0.8605%,0.4036%,,,
$31.95,0.3299%,0.0009%,0.0023%,0.3070%,0.4757%,,,
$31.86,-0.2698%,0.0009%,0.0022%,0.2928%,0.4691%,,,
$31.81,-0.1803%,0.0004%,0.0021%,0.2032%,0.4623%,,,
$31.69,-0.3615%,0.0015%,0.0020%,0.3845%,0.4516%,,,
$31.63,-0.1813%,0.0004%,0.0021%,0.2042%,0.4533%,,,
$31.42,-0.6675%,0.0048%,0.0020%,0.6905%,0.4435%,,,
$31.17,-0.7946%,0.0067%,0.0023%,0.8176%,0.4803%,,,
$31.42,0.7946%,0.0060%,0.0028%,0.7717%,0.5284%,,,
$31.68,0.8186%,0.0063%,0.0031%,0.7956%,0.5612%,,,
$31.57,-0.3630%,0.0015%,0.0035%,0.3859%,0.5916%,,,
$31.36,-0.6689%,0.0048%,0.0033%,0.6919%,0.5783%,,,
$31.57,0.6689%,0.0042%,0.0035%,0.6459%,0.5937%,,,
$30.99,-1.8349%,0.0345%,0.0036%,1.8579%,0.6020%,,,
$30.92,-0.2472%,0.0007%,0.0066%,0.2702%,0.8142%,,,
$31.19,0.8933%,0.0076%,0.0060%,0.8703%,0.7766%,,,
$31.51,1.0069%,0.0097%,0.0062%,0.9839%,0.7850%,,,
$31.33,-0.5785%,0.0036%,0.0065%,0.6014%,0.8050%,,,
$31.50,0.5481%,0.0028%,0.0062%,0.5251%,0.7859%,,,
$31.41,-0.2737%,0.0009%,0.0058%,0.2966%,0.7634%,,,
$30.98,-1.3798%,0.0197%,0.0053%,1.4027%,0.7307%,,,
$31.07,0.2775%,0.0006%,0.0067%,0.2545%,0.8194%,,,
$31.29,0.7056%,0.0047%,0.0061%,0.6827%,0.7810%,,,
$31.45,0.5184%,0.0025%,0.0059%,0.4954%,0.7708%,,,
$31.69,0.7575%,0.0054%,0.0056%,0.7345%,0.7477%,,,
$31.81,0.3615%,0.0011%,0.0056%,0.3386%,0.7459%,,,
$31.73,-0.2409%,0.0007%,0.0051%,0.2639%,0.7164%,,,
$31.82,0.3011%,0.0008%,0.0047%,0.2781%,0.6861%,,,
$32.08,0.8083%,0.0062%,0.0043%,0.7853%,0.6588%,,,
$31.99,-0.2986%,0.0010%,0.0045%,0.3216%,0.6735%,,,
$31.92,-0.2096%,0.0005%,0.0042%,0.2325%,0.6491%,,,
$32.02,0.2992%,0.0008%,0.0039%,0.2763%,0.6231%,,,
$32.13,0.3579%,0.0011%,0.0036%,0.3349%,0.6010%,,,
$32.27,0.4456%,0.0018%,0.0034%,0.4226%,0.5838%,,,
$32.36,0.2664%,0.0006%,0.0033%,0.2434%,0.5738%,,,
$32.46,0.2952%,0.0007%,0.0031%,0.2722%,0.5545%,,,
$32.64,0.5584%,0.0029%,0.0029%,0.5354%,0.5383%,,,
$32.57,-0.2053%,0.0005%,0.0029%,0.2283%,0.5427%,,,
$32.70,0.4103%,0.0015%,0.0028%,0.3874%,0.5256%,,,
$32.75,0.1461%,0.0002%,0.0027%,0.1232%,0.5191%,,,
$32.69,-0.1754%,0.0004%,0.0025%,0.1983%,0.5005%,,,
$32.54,-0.4692%,0.0024%,0.0024%,0.4922%,0.4860%,,,
$32.53,-0.0294%,0.0000%,0.0024%,0.0524%,0.4930%,,,
$32.53,0.0000%,0.0000%,0.0023%,0.0230%,0.4754%,,,
$32.35,-0.5602%,0.0034%,0.0021%,0.5832%,0.4592%,,,
$32.34,-0.0298%,0.0000%,0.0023%,0.0528%,0.4797%,,,
$31.91,-1.3496%,0.0188%,0.0021%,1.3725%,0.4633%,,,
$31.60,-0.9709%,0.0099%,0.0038%,0.9938%,0.6179%,,,
$31.71,0.3652%,0.0012%,0.0044%,0.3422%,0.6657%,,,
$31.89,0.5453%,0.0027%,0.0041%,0.5223%,0.6431%,,,
$31.84,-0.1512%,0.0003%,0.0040%,0.1741%,0.6343%,,,
$31.57,-0.8508%,0.0076%,0.0037%,0.8738%,0.6077%,,,
$31.75,0.5781%,0.0031%,0.0041%,0.5552%,0.6407%,,,
$31.85,0.3030%,0.0008%,0.0040%,0.2800%,0.6349%,,,
$31.88,0.0907%,0.0000%,0.0037%,0.0677%,0.6120%,,,
$31.89,0.0302%,0.0000%,0.0034%,0.0073%,0.5850%,,,
$31.88,-0.0302%,0.0000%,0.0031%,0.0532%,0.5597%,,,
$31.88,0.0000%,0.0000%,0.0029%,0.0230%,0.5366%,,,
$31.80,-0.2420%,0.0007%,0.0027%,0.2650%,0.5152%,,,
$31.87,0.2119%,0.0004%,0.0025%,0.1889%,0.5023%,,,
$31.83,-0.1210%,0.0002%,0.0024%,0.1440%,0.4872%,,,
$31.76,-0.2121%,0.0006%,0.0022%,0.2350%,0.4720%,,,
$31.83,0.2121%,0.0004%,0.0021%,0.1891%,0.4618%,,,
$31.91,0.2418%,0.0005%,0.0020%,0.2189%,0.4505%,,,
$31.88,-0.0906%,0.0001%,0.0020%,0.1136%,0.4416%,,,
$31.93,0.1510%,0.0002%,0.0018%,0.1280%,0.4297%,,,
$32.08,0.4817%,0.0021%,0.0018%,0.4587%,0.4194%,,,
$32.03,-0.1503%,0.0003%,0.0019%,0.1732%,0.4322%,,,
$32.27,0.7491%,0.0053%,0.0018%,0.7261%,0.4231%,,,
$32.43,0.4765%,0.0021%,0.0022%,0.4535%,0.4691%,,,
$32.47,0.1188%,0.0001%,0.0023%,0.0958%,0.4746%,,,
$32.58,0.3555%,0.0011%,0.0021%,0.3325%,0.4593%,,,
$32.70,0.3542%,0.0011%,0.0021%,0.3312%,0.4562%,,,
$32.83,0.4116%,0.0015%,0.0021%,0.3887%,0.4534%,,,
$32.82,-0.0294%,0.0000%,0.0021%,0.0523%,0.4552%,,,
$32.88,0.1760%,0.0002%,0.0019%,0.1530%,0.4410%,,,
$32.99,0.3218%,0.0009%,0.0019%,0.2988%,0.4303%,,,
$33.01,0.0584%,0.0000%,0.0018%,0.0354%,0.4282%,,,
$33.12,0.3497%,0.0011%,0.0017%,0.3267%,0.4162%,,,
$33.11,-0.0291%,0.0000%,0.0017%,0.0521%,0.4177%,,,
$33.10,-0.0291%,0.0000%,0.0017%,0.0521%,0.4069%,,,
$33.08,-0.0582%,0.0001%,0.0016%,0.0812%,0.3972%,,,
$33.07,-0.0291%,0.0000%,0.0015%,0.0521%,0.3888%,,,
$32.99,-0.2625%,0.0008%,0.0015%,0.2855%,0.3808%,,,
$33.15,0.4953%,0.0022%,0.0015%,0.4723%,0.3836%,,,
$33.16,0.0290%,0.0000%,0.0016%,0.0061%,0.4033%,,,
$33.29,0.3770%,0.0013%,0.0015%,0.3540%,0.3936%,,,
$33.32,0.1157%,0.0001%,0.0016%,0.0927%,0.4001%,,,
$33.20,-0.3765%,0.0016%,0.0015%,0.3995%,0.3917%,,,
$33.06,-0.4071%,0.0018%,0.0016%,0.4301%,0.4026%,,,
$32.89,-0.5259%,0.0030%,0.0017%,0.5488%,0.4149%,,,
$32.90,0.0293%,0.0000%,0.0019%,0.0063%,0.4385%,,,
$32.79,-0.3227%,0.0012%,0.0018%,0.3456%,0.4254%,,,
$33.08,0.8775%,0.0073%,0.0018%,0.8545%,0.4272%,,,
$33.00,-0.2624%,0.0008%,0.0024%,0.2854%,0.4926%,,,
$32.99,-0.0292%,0.0000%,0.0023%,0.0522%,0.4829%,,,
$33.01,0.0584%,0.0000%,0.0022%,0.0354%,0.4663%,,,
$33.07,0.2041%,0.0003%,0.0020%,0.1812%,0.4509%,,,
$33.16,0.2618%,0.0006%,0.0019%,0.2388%,0.4403%,,,
$33.29,0.4059%,0.0015%,0.0019%,0.3830%,0.4335%,,,
$33.34,0.1446%,0.0001%,0.0019%,0.1216%,0.4373%,,,
$33.27,-0.2314%,0.0006%,0.0018%,0.2544%,0.4261%,,,
$33.33,0.2025%,0.0003%,0.0018%,0.1796%,0.4216%,,,
$33.45,0.3462%,0.0010%,0.0017%,0.3233%,0.4139%,,,
$33.46,0.0288%,0.0000%,0.0017%,0.0058%,0.4154%,,,
$33.56,0.3162%,0.0009%,0.0016%,0.2933%,0.4045%,,,
$33.55,-0.0574%,0.0001%,0.0016%,0.0804%,0.4050%,,,
$33.45,-0.2926%,0.0010%,0.0016%,0.3155%,0.3958%,,,
$33.38,-0.2033%,0.0005%,0.0016%,0.2262%,0.3990%,,,
$33.46,0.2323%,0.0004%,0.0016%,0.2093%,0.3959%,,,
$33.39,-0.2032%,0.0005%,0.0015%,0.2262%,0.3923%,,,
$33.47,0.2467%,0.0005%,0.0015%,0.2238%,0.3900%,,,
$33.61,0.4195%,0.0016%,0.0015%,0.3965%,0.3878%,,,
$33.60,-0.0289%,0.0000%,0.0016%,0.0518%,0.3989%,,,
$33.76,0.4609%,0.0019%,0.0015%,0.4380%,0.3899%,,,
$33.76,0.0000%,0.0000%,0.0016%,0.0230%,0.4049%,,,
$33.87,0.3443%,0.0010%,0.0016%,0.3214%,0.3951%,,,
$33.97,0.2860%,0.0007%,0.0016%,0.2631%,0.3988%,,,
$34.08,0.3137%,0.0008%,0.0016%,0.2908%,0.3979%,,,
$34.22,0.4262%,0.0016%,0.0016%,0.4032%,0.3990%,,,
$34.36,0.3962%,0.0014%,0.0017%,0.3732%,0.4092%,,,
$34.46,0.2820%,0.0007%,0.0017%,0.2591%,0.4154%,,,
$34.40,-0.1691%,0.0004%,0.0017%,0.1921%,0.4124%,,,
$34.45,0.1409%,0.0001%,0.0016%,0.1180%,0.4061%,,,
$34.52,0.2251%,0.0004%,0.0016%,0.2022%,0.3978%,,,
$34.39,-0.3943%,0.0017%,0.0015%,0.4172%,0.3936%,,,
$34.14,-0.7363%,0.0058%,0.0016%,0.7593%,0.4059%,,,
$34.26,0.3689%,0.0012%,0.0021%,0.3459%,0.4606%,,,
$34.26,0.0000%,0.0000%,0.0021%,0.0230%,0.4583%,,,
$34.24,-0.0567%,0.0001%,0.0020%,0.0796%,0.4436%,,,
$33.90,-0.9967%,0.0104%,0.0019%,1.0197%,0.4308%,,,
$34.00,0.2858%,0.0007%,0.0028%,0.2628%,0.5245%,,,
$34.26,0.7676%,0.0055%,0.0026%,0.7447%,0.5106%,,,
$34.54,0.8179%,0.0063%,0.0029%,0.7950%,0.5428%,,,
$34.75,0.5882%,0.0032%,0.0033%,0.5652%,0.5762%,,,
$34.56,-0.5320%,0.0031%,0.0034%,0.5550%,0.5788%,,,
$34.70,0.3923%,0.0014%,0.0034%,0.3693%,0.5801%,,,
$34.79,0.2514%,0.0005%,0.0032%,0.2284%,0.5669%,,,
$34.89,0.3064%,0.0008%,0.0030%,0.2834%,0.5476%,,,
$34.85,-0.1113%,0.0002%,0.0028%,0.1342%,0.5326%,,,
$34.93,0.2225%,0.0004%,0.0026%,0.1995%,0.5131%,,,
$34.94,0.0278%,0.0000%,0.0025%,0.0048%,0.4975%,,,
$35.07,0.3604%,0.0011%,0.0023%,0.3374%,0.4793%,,,
$35.13,0.1659%,0.0002%,0.0022%,0.1429%,0.4743%,,,
$34.93,-0.5540%,0.0033%,0.0021%,0.5770%,0.4602%,,,
$34.38,-1.5960%,0.0262%,0.0023%,1.6190%,0.4798%,,,
$33.62,-2.2261%,0.0506%,0.0047%,2.2491%,0.6830%,,,
$33.35,-0.8114%,0.0070%,0.0091%,0.8343%,0.9535%,,,
$32.78,-1.7315%,0.0308%,0.0088%,1.7545%,0.9382%,,,
$31.92,-2.6396%,0.0709%,0.0108%,2.6626%,1.0410%,,,
$32.38,1.4185%,0.0195%,0.0165%,1.3955%,1.2841%,,,
$32.13,-0.7822%,0.0065%,0.0165%,0.8052%,1.2856%,,,
$32.78,2.0033%,0.0392%,0.0153%,1.9804%,1.2376%,,,
$32.34,-1.3411%,0.0186%,0.0174%,1.3641%,1.3188%,,,
$31.60,-2.3066%,0.0543%,0.0172%,2.3296%,1.3132%,,,
$28.28,-11.1280%,1.2434%,0.0205%,11.1509%,1.4332%,,,
$29.16,3.0751%,0.0932%,0.1378%,3.0521%,3.7118%,,,
$27.80,-4.7709%,0.2298%,0.1306%,4.7939%,3.6137%,,,
$24.48,-12.7120%,1.6218%,0.1374%,12.7349%,3.7066%,,,
$26.77,8.9420%,0.7955%,0.2772%,8.9190%,5.2650%,,,
$24.17,-10.2184%,1.0489%,0.3211%,10.2414%,5.6664%,,,
$24.84,2.7323%,0.0734%,0.3841%,2.7093%,6.1980%,,,
$23.08,-7.3327%,0.5411%,0.3460%,7.3557%,5.8821%,,,
$23.76,2.8999%,0.0828%,0.3573%,2.8770%,5.9774%,,,
$23.22,-2.3132%,0.0546%,0.3232%,2.3361%,5.6852%,,,
$22.02,-5.3209%,0.2856%,0.2904%,5.3438%,5.3892%,,,
$24.70,11.5184%,1.3215%,0.2837%,11.4955%,5.3267%,,,
$25.64,3.7013%,0.1353%,0.3774%,3.6783%,6.1434%,,,
$26.22,2.2456%,0.0494%,0.3460%,2.2227%,5.8822%,,,
$24.87,-5.2814%,0.2814%,0.3100%,5.3043%,5.5681%,,,
$25.60,2.8842%,0.0819%,0.3006%,2.8613%,5.4829%,,,
$26.25,2.5156%,0.0621%,0.2731%,2.4926%,5.2262%,,,
$25.31,-3.6354%,0.1338%,0.2470%,3.6583%,4.9698%,,,
$25.68,1.4548%,0.0205%,0.2308%,1.4319%,4.8045%,,,
$25.41,-1.0699%,0.0119%,0.2057%,1.0929%,4.5352%,,,
$26.74,5.0928%,0.2570%,0.1827%,5.0699%,4.2740%,,,
$26.77,0.1095%,0.0001%,0.1859%,0.0865%,4.3121%,,,
$27.41,2.3785%,0.0555%,0.1641%,2.3555%,4.0512%,,,
$27.87,1.6599%,0.0268%,0.1502%,1.6370%,3.8757%,,,
$27.69,-0.6325%,0.0043%,0.1352%,0.6554%,3.6766%,,,
$28.04,1.2261%,0.0145%,0.1198%,1.2032%,3.4605%,,,
$27.46,-2.0757%,0.0440%,0.1071%,2.0987%,3.2731%,,,
$27.32,-0.4989%,0.0027%,0.0988%,0.5219%,3.1438%,,,
$28.21,3.1994%,0.1009%,0.0876%,3.1765%,2.9589%,,,
$28.30,0.3109%,0.0008%,0.0870%,0.2880%,2.9502%,,,
$27.45,-3.0470%,0.0942%,0.0770%,3.0699%,2.7742%,,,
$28.13,2.4589%,0.0593%,0.0771%,2.4359%,2.7759%,,,
$28.05,-0.3128%,0.0011%,0.0738%,0.3357%,2.7163%,,,
$28.45,1.4170%,0.0194%,0.0653%,1.3940%,2.5553%,,,
$28.84,1.3634%,0.0180%,0.0596%,1.3404%,2.4408%,,,
$29.15,1.0774%,0.0111%,0.0544%,1.0545%,2.3321%,,,
$30.02,2.9370%,0.0849%,0.0492%,2.9141%,2.2171%,,,
$29.19,-2.8032%,0.0799%,0.0516%,2.8261%,2.2723%,,,
$28.81,-1.3129%,0.0178%,0.0533%,1.3359%,2.3094%,,,
$29.04,0.8100%,0.0062%,0.0489%,0.7870%,2.2106%,,,
$29.21,0.5698%,0.0030%,0.0438%,0.5468%,2.0931%,,,
$29.27,0.2003%,0.0003%,0.0390%,0.1774%,1.9760%,,,
$29.26,-0.0334%,0.0000%,0.0346%,0.0563%,1.8596%,,,
$29.51,0.8638%,0.0071%,0.0306%,0.8408%,1.7498%,,,
$29.79,0.9547%,0.0087%,0.0278%,0.9318%,1.6673%,,,
$29.33,-1.5520%,0.0248%,0.0255%,1.5749%,1.5959%,,,
$28.61,-2.4934%,0.0633%,0.0250%,2.5164%,1.5800%,,,
$28.61,0.0000%,0.0000%,0.0282%,0.0230%,1.6798%,,,
$28.93,1.1196%,0.0120%,0.0250%,1.0966%,1.5813%,,,
$29.39,1.5733%,0.0240%,0.0233%,1.5503%,1.5272%,,,
$29.66,0.8927%,0.0076%,0.0230%,0.8697%,1.5165%,,,
$29.42,-0.7931%,0.0067%,0.0211%,0.8161%,1.4534%,,,
$29.46,0.1326%,0.0001%,0.0194%,0.1097%,1.3924%,,,
$29.80,1.1530%,0.0128%,0.0172%,1.1301%,1.3124%,,,
$29.92,0.3923%,0.0014%,0.0165%,0.3693%,1.2859%,,,
$30.18,0.8771%,0.0073%,0.0148%,0.8541%,1.2177%,,,
$30.17,-0.0323%,0.0000%,0.0139%,0.0553%,1.1788%,,,
$29.99,-0.6166%,0.0041%,0.0124%,0.6396%,1.1123%,,,
$30.12,0.4547%,0.0019%,0.0114%,0.4317%,1.0686%,,,
$30.42,0.9674%,0.0089%,0.0104%,0.9445%,1.0181%,,,
$30.79,1.2121%,0.0141%,0.0101%,1.1892%,1.0057%,,,
$30.69,-0.3176%,0.0012%,0.0104%,0.3405%,1.0196%,,,
$31.32,2.0152%,0.0397%,0.0094%,1.9922%,0.9692%,,,
$31.53,0.6834%,0.0044%,0.0122%,0.6605%,1.1052%,,,
$31.29,-0.7770%,0.0064%,0.0113%,0.8000%,1.0634%,,,
$31.07,-0.6888%,0.0051%,0.0107%,0.7118%,1.0346%,,,
$29.77,-4.2683%,0.1841%,0.0100%,4.2912%,1.0021%,,,
$30.19,1.4000%,0.0190%,0.0267%,1.3770%,1.6332%,,,
$30.38,0.6124%,0.0035%,0.0255%,0.5895%,1.5957%,,,
$30.67,0.9594%,0.0088%,0.0229%,0.9364%,1.5135%,,,
$30.50,-0.5745%,0.0036%,0.0212%,0.5975%,1.4547%,,,
$30.60,0.3515%,0.0011%,0.0191%,0.3285%,1.3828%,,,
$30.60,0.0000%,0.0000%,0.0171%,0.0230%,1.3071%,,,
$30.68,0.2379%,0.0005%,0.0152%,0.2150%,1.2322%,,,
$30.74,0.2245%,0.0004%,0.0136%,0.2016%,1.1640%,,,
$30.24,-1.6476%,0.0279%,0.0121%,1.6705%,1.1002%,,,
$30.49,0.8110%,0.0062%,0.0135%,0.7881%,1.1608%,,,
$30.03,-1.5302%,0.0241%,0.0126%,1.5532%,1.1223%,,,
$30.46,1.4332%,0.0199%,0.0135%,1.4103%,1.1637%,,,
$30.69,0.7411%,0.0052%,0.0140%,0.7181%,1.1820%,,,
$30.89,0.6719%,0.0042%,0.0129%,0.6489%,1.1372%,,,
$30.84,-0.1596%,0.0003%,0.0119%,0.1825%,1.0920%,,,
$30.99,0.4779%,0.0021%,0.0107%,0.4550%,1.0327%,,,
$30.85,-0.4460%,0.0022%,0.0097%,0.4690%,0.9859%,,,
$30.91,0.1914%,0.0003%,0.0089%,0.1684%,0.9433%,,,
$30.80,-0.3512%,0.0014%,0.0080%,0.3741%,0.8939%,,,
$31.08,0.8914%,0.0075%,0.0073%,0.8685%,0.8542%,,,
$30.95,-0.4129%,0.0019%,0.0073%,0.4358%,0.8529%,,,
$31.49,1.7353%,0.0293%,0.0067%,1.7124%,0.8193%,,,
$31.79,0.9340%,0.0083%,0.0089%,0.9110%,0.9410%,,,
$31.72,-0.2172%,0.0006%,0.0087%,0.2401%,0.9339%,,,
$31.94,0.6809%,0.0043%,0.0079%,0.6579%,0.8867%,,,
$32.04,0.3080%,0.0008%,0.0075%,0.2850%,0.8640%,,,
$32.01,-0.0923%,0.0001%,0.0068%,0.1153%,0.8232%,,,
$32.04,0.0923%,0.0000%,0.0061%,0.0693%,0.7813%,,,
$31.74,-0.9268%,0.0090%,0.0055%,0.9497%,0.7418%,,,
$31.68,-0.1864%,0.0004%,0.0058%,0.2094%,0.7638%,,,
$32.02,1.0517%,0.0106%,0.0053%,1.0287%,0.7282%,,,
$31.97,-0.1540%,0.0003%,0.0058%,0.1769%,0.7621%,,,
$32.33,1.1337%,0.0123%,0.0053%,1.1108%,0.7258%,,,
$32.33,0.0000%,0.0000%,0.0059%,0.0230%,0.7711%,,,
$32.06,-0.8261%,0.0072%,0.0054%,0.8490%,0.7321%,,,
$32.47,1.2517%,0.0151%,0.0055%,1.2288%,0.7439%,,,
$32.72,0.7857%,0.0058%,0.0064%,0.7628%,0.8029%,,,
$32.88,0.4655%,0.0020%,0.0064%,0.4425%,0.7975%,,,
$32.82,-0.1649%,0.0004%,0.0059%,0.1879%,0.7689%,,,
$32.92,0.2997%,0.0008%,0.0054%,0.2767%,0.7323%,,,
$32.72,-0.6002%,0.0039%,0.0049%,0.6232%,0.7013%,,,
$32.91,0.5703%,0.0030%,0.0048%,0.5473%,0.6946%,,,
$32.80,-0.3298%,0.0012%,0.0047%,0.3527%,0.6825%,,,
$32.81,0.0300%,0.0000%,0.0043%,0.0071%,0.6589%,,,
$33.09,0.8371%,0.0066%,0.0039%,0.8141%,0.6280%,,,
$33.02,-0.2086%,0.0005%,0.0042%,0.2316%,0.6504%,,,
$32.91,-0.3287%,0.0012%,0.0039%,0.3517%,0.6242%,,,
$32.99,0.2392%,0.0005%,0.0037%,0.2162%,0.6058%,,,
$32.80,-0.5689%,0.0035%,0.0034%,0.5919%,0.5828%,,,
$33.02,0.6436%,0.0039%,0.0034%,0.6206%,0.5871%,,,
$33.04,0.0746%,0.0000%,0.0035%,0.0516%,0.5937%,,,
$33.36,0.9496%,0.0086%,0.0032%,0.9266%,0.5679%,,,
$33.26,-0.2958%,0.0010%,0.0038%,0.3187%,0.6152%,,,
$33.22,-0.1185%,0.0002%,0.0035%,0.1415%,0.5958%,,,
$32.77,-1.3435%,0.0187%,0.0033%,1.3665%,0.5713%,,,
$33.05,0.8381%,0.0066%,0.0048%,0.8151%,0.6920%,,,
$33.19,0.4164%,0.0015%,0.0050%,0.3935%,0.7054%,,,
$32.71,-1.4651%,0.0221%,0.0047%,1.4881%,0.6821%,,,
$32.25,-1.3952%,0.0201%,0.0063%,1.4182%,0.7966%,,,
$31.99,-0.8281%,0.0072%,0.0076%,0.8511%,0.8744%,,,
$32.59,1.8612%,0.0338%,0.0076%,1.8383%,0.8691%,,,
$32.19,-1.2165%,0.0154%,0.0100%,1.2395%,1.0013%,,,
$32.24,0.1529%,0.0002%,0.0104%,0.1299%,1.0215%,,,
$32.54,0.9124%,0.0079%,0.0093%,0.8895%,0.9661%,,,
$32.68,0.4230%,0.0016%,0.0091%,0.4000%,0.9543%,,,
$32.39,-0.8781%,0.0081%,0.0083%,0.9011%,0.9110%,,,
$32.29,-0.3046%,0.0011%,0.0082%,0.3276%,0.9064%,,,
$32.16,-0.3974%,0.0018%,0.0075%,0.4203%,0.8639%,,,
$31.77,-1.2327%,0.0158%,0.0069%,1.2556%,0.8287%,,,
$32.11,1.0794%,0.0112%,0.0077%,1.0565%,0.8767%,,,
$31.50,-1.9202%,0.0378%,0.0080%,1.9431%,0.8926%,,,
$31.64,0.4368%,0.0017%,0.0108%,0.4139%,1.0378%,,,
$31.95,0.9605%,0.0088%,0.0098%,0.9375%,0.9889%,,,
$32.31,1.1345%,0.0124%,0.0096%,1.1115%,0.9790%,,,
$32.27,-0.1220%,0.0002%,0.0098%,0.1450%,0.9877%,,,
